Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-AB-3009	12	3352245	3358345	6	0.7344
TCGA-AB-3009	12	3359069	4385604	796	0.0068
TCGA-AB-3009	12	4385793	4386233	4	1.0323
TCGA-AB-3009	12	4386286	8371320	2672	0.0214
TCGA-AB-3009	12	8372757	8594894	81	0.3504
TCGA-AB-3009	12	8595531	9630556	563	0.0485
TCGA-AB-3009	12	9633870	9734970	27	1.1213
TCGA-AB-3009	12	9735686	11215372	1038	0.0052
TCGA-AB-3009	12	11216849	11251874	15	-1.2815
TCGA-AB-3009	12	11256829	22248674	7447	0.0049
TCGA-AB-3009	12	22248688	22252932	12	0.6947
TCGA-AB-3009	12	22252945	45904438	13766	-0.002
TCGA-AB-3009	12	45905840	45909537	3	-1.6511
TCGA-AB-3009	12	45913292	52236979	3420	1e-04
TCGA-AB-3009	12	52237483	52250346	8	0.7385
TCGA-AB-3009	12	52253441	53426399	961	0.0323
TCGA-AB-3009	12	53432752	53523212	50	0.3763
TCGA-AB-3009	12	53529326	56478362	1595	-0.0088
TCGA-AB-3009	12	56478405	56478409	2	1.729
TCGA-AB-3009	12	56481075	63932963	4619	0.0012
TCGA-AB-3009	12	63939724	64134805	65	-0.8302
TCGA-AB-3009	12	64135427	73351588	6076	0.0029
TCGA-AB-3009	12	73353519	73367887	13	-0.6942
TCGA-AB-3009	12	73371089	74844696	823	-0.02
TCGA-AB-3009	12	74848356	74871595	18	-1.2111
TCGA-AB-3009	12	74874138	99795851	16099	-0.0012
TCGA-AB-3009	12	99796186	99798062	18	0.6916
TCGA-AB-3009	12	99798152	104944811	3313	-1e-04
TCGA-AB-3009	12	104944871	104960920	12	0.575
TCGA-AB-3009	12	104960941	109597157	3302	-7e-04
TCGA-AB-3009	12	109601440	109601860	3	1.1351
TCGA-AB-3009	12	109603494	128470684	12330	0.0123
TCGA-AB-3009	12	128472951	128474697	3	-1.4244
TCGA-AB-3009	12	128475064	130000586	1421	0.0478
TCGA-AB-3009	12	130003490	130003594	2	-3.0301
TCGA-AB-3009	12	130003770	130459237	388	0.0652
TCGA-AB-3009	12	130459987	130461987	5	-1.6494
TCGA-AB-3009	12	130462447	131735225	1026	0.068
TCGA-AB-3009	12	131735274	131777432	48	0.3776
TCGA-AB-3009	12	131794168	132132803	329	-0.0065
TCGA-AB-3009	12	132133075	132133335	8	0.6362
TCGA-AB-3009	12	132142331	133778189	571	0.0739
TCGA-AB-3009	13	19026949	23371474	2734	0.0268
TCGA-AB-3009	13	23371755	23373129	3	-1.3517
TCGA-AB-3009	13	23373503	27738493	3312	0.0233
TCGA-AB-3009	13	27738505	27741203	6	-0.9348
TCGA-AB-3009	13	27742853	32532622	3582	0.0219
TCGA-AB-3009	13	32532727	32538423	17	-1.0418
TCGA-AB-3009	13	32540047	58583350	16916	0.011
TCGA-AB-3009	13	58584790	58593272	5	-1.6727
TCGA-AB-3009	13	58593346	64344469	3445	-8e-04
TCGA-AB-3009	13	64345684	64345878	4	-1.3426
TCGA-AB-3009	13	64346190	64899233	330	-0.1447
TCGA-AB-3009	13	64899639	64921846	9	-0.8248
TCGA-AB-3009	13	64924949	72476988	4787	-0.0112
TCGA-AB-3009	13	72477555	72480556	4	-2.0032
TCGA-AB-3009	13	72480605	72804900	281	-0.0025
TCGA-AB-3009	13	72808482	72810336	3	-1.5255
TCGA-AB-3009	13	72813062	75373881	1896	-0.0038
TCGA-AB-3009	13	75374357	75374358	2	-1.8166
TCGA-AB-3009	13	75387765	75677072	155	0.0327
TCGA-AB-3009	13	75678668	75682791	3	1.3789
TCGA-AB-3009	13	75684240	77621530	1467	0.0164
TCGA-AB-3009	13	77624920	77626038	5	-0.8259
TCGA-AB-3009	13	77626209	83774560	3860	0.0232
TCGA-AB-3009	13	83774733	83793656	43	-0.3815
TCGA-AB-3009	13	83793805	106576241	15456	0.014
TCGA-AB-3009	13	106576496	106577329	2	-1.7696
TCGA-AB-3009	13	106578067	111682000	4144	0.0085
TCGA-AB-3009	13	111684010	111720463	36	0.3997
TCGA-AB-3009	13	111723086	113523990	1128	0.0011
TCGA-AB-3009	13	113524192	113736054	120	0.2587
TCGA-AB-3009	13	113736126	114987333	489	0.0013
TCGA-AB-3009	13	114987458	115108397	51	0.3397
TCGA-AB-3009	14	19002124	19402242	26	0.2476
TCGA-AB-3009	14	19416191	19469520	12	-0.3756
TCGA-AB-3009	14	19541714	19689317	10	0.5495
TCGA-AB-3009	14	19693231	19693249	2	2.2053
TCGA-AB-3009	14	19697885	22900920	1936	0.0196
TCGA-AB-3009	14	22913994	22917633	4	-5.8244
TCGA-AB-3009	14	22922238	24478894	955	0.029
TCGA-AB-3009	14	24479387	24489019	13	0.7119
TCGA-AB-3009	14	24489165	46414301	13632	-0.0143
TCGA-AB-3009	14	46418443	46431337	10	-0.8025
TCGA-AB-3009	14	46434585	74001123	17715	0.0011
TCGA-AB-3009	14	74006707	74029915	10	-1.5052
TCGA-AB-3009	14	74030731	85564895	7593	0.0052
TCGA-AB-3009	14	85565026	85565295	6	-1.0503
TCGA-AB-3009	14	85565426	86478122	690	0.0102
TCGA-AB-3009	14	86480699	86490334	18	-0.4751
TCGA-AB-3009	14	86493962	93612663	4545	-0.0019
TCGA-AB-3009	14	93613913	93629854	15	0.5183
TCGA-AB-3009	14	93629959	94109724	216	0.029
TCGA-AB-3009	14	94111977	94127454	7	-0.6064
TCGA-AB-3009	14	94133094	99149723	4014	-0.0062
TCGA-AB-3009	14	99149853	99150358	5	0.8348
TCGA-AB-3009	14	99150798	99375569	206	0.0178
TCGA-AB-3009	14	99376118	99377959	6	-0.9224
TCGA-AB-3009	14	99378936	106342792	3426	0.0109
TCGA-AB-3009	14	106342902	106401518	11	0.6233
TCGA-AB-3009	14	106401676	106460902	25	-0.0482
TCGA-AB-3009	14	106479675	106479941	2	-2.6467
TCGA-AB-3009	14	106482128	106526966	20	-0.257
TCGA-AB-3009	14	106530364	106560737	16	0.6317
TCGA-AB-3009	14	106561441	107217657	373	0.0033
TCGA-AB-3009	14	107217890	107285437	46	0.4248
TCGA-AB-3009	15	20016328	20122607	21	0.0674
TCGA-AB-3009	15	20130141	20143651	7	0.7939
TCGA-AB-3009	15	20152728	20392821	32	-0.1258
TCGA-AB-3009	15	20395529	20578421	37	-0.9185
TCGA-AB-3009	15	20581451	20581562	6	1.3465
TCGA-AB-3009	15	20581564	22587474	317	-0.8284
TCGA-AB-3009	15	22673399	30502086	4693	0.0166
TCGA-AB-3009	15	30502234	30887956	94	-0.4852
TCGA-AB-3009	15	30900878	53784888	14327	0.0027
TCGA-AB-3009	15	53784991	53785279	6	-0.9368
TCGA-AB-3009	15	53790247	56791094	2041	0.0034
TCGA-AB-3009	15	56791175	56792123	14	0.4914
TCGA-AB-3009	15	56800977	57741994	504	0.0252
TCGA-AB-3009	15	57743933	57744390	4	-0.8855
TCGA-AB-3009	15	57744665	61688191	3121	0.0011
TCGA-AB-3009	15	61690100	61697708	11	-1.4347
TCGA-AB-3009	15	61697928	71465451	6243	-0.0037
TCGA-AB-3009	15	71475356	71476193	3	-1.2158
TCGA-AB-3009	15	71476324	76869789	2865	-0.0044
TCGA-AB-3009	15	76869929	76895775	24	0.7464
TCGA-AB-3009	15	76902179	84827482	4615	0.0042
TCGA-AB-3009	15	84828351	85084484	26	0.4851
TCGA-AB-3009	15	85085485	94817719	7339	0.0171
TCGA-AB-3009	15	94819769	94871292	47	0.564
TCGA-AB-3009	15	94871682	102420602	5639	0.0076
TCGA-AB-3009	15	102420807	102469040	11	0.7689
TCGA-AB-3009	16	60777	130853	35	0.735
TCGA-AB-3009	16	138516	1251281	382	0.2326
TCGA-AB-3009	16	1252599	1288530	7	1.1736
TCGA-AB-3009	16	1297392	1527747	47	0.0602
TCGA-AB-3009	16	1529011	1542687	6	1.1059
TCGA-AB-3009	16	1542736	3841671	957	0.0013
TCGA-AB-3009	16	3845705	3904520	40	0.9271
TCGA-AB-3009	16	3905570	19803846	11981	0.0117
TCGA-AB-3009	16	19805021	19805621	2	-1.8997
TCGA-AB-3009	16	19806921	19944363	57	-0.0047
TCGA-AB-3009	16	19945650	19965875	28	-3.2399
TCGA-AB-3009	16	19967362	26132278	3735	0.0016
TCGA-AB-3009	16	26132379	26133103	4	-1.1033
TCGA-AB-3009	16	26133945	27794349	1226	-0.0042
TCGA-AB-3009	16	27795175	27828950	32	0.3544
TCGA-AB-3009	16	27829674	34459709	1990	0.0259
TCGA-AB-3009	16	34466571	34760967	170	0.8429
TCGA-AB-3009	16	34765093	53458017	4580	0.0047
TCGA-AB-3009	16	53469387	53469807	3	-1.5253
TCGA-AB-3009	16	53469929	78371608	16465	-0.0017
TCGA-AB-3009	16	78372440	78383140	15	0.9182
TCGA-AB-3009	16	78384738	81177705	3216	0.0167
TCGA-AB-3009	16	81178002	81211548	48	0.4269
TCGA-AB-3009	16	81212069	85091864	4016	0.0517
TCGA-AB-3009	16	85092396	85092685	4	-0.9554
TCGA-AB-3009	16	85092748	88685041	2724	0.0308
TCGA-AB-3009	16	88686061	88912899	63	0.6415
TCGA-AB-3009	16	88920549	90287535	571	0.1791
TCGA-AB-3009	17	526	16654301	10504	0.0218
TCGA-AB-3009	17	16657331	16772278	19	0.5107
TCGA-AB-3009	17	16772408	18180689	817	0.0025
TCGA-AB-3009	17	18183004	18205290	7	0.6243
TCGA-AB-3009	17	18208334	18355392	91	0.1132
TCGA-AB-3009	17	18358946	18465221	28	-1.148
TCGA-AB-3009	17	18469197	18860763	143	0.0397
TCGA-AB-3009	17	18861310	18922745	29	0.4074
TCGA-AB-3009	17	18935523	20920488	867	0.0414
TCGA-AB-3009	17	20923147	20923538	3	-1.2691
TCGA-AB-3009	17	20923750	21716624	289	0.0255
TCGA-AB-3009	17	21717257	21717727	5	-1.6385
TCGA-AB-3009	17	21721140	25413236	281	0.0444
TCGA-AB-3009	17	25413282	25455185	18	-0.6523
TCGA-AB-3009	17	25455929	29039966	1666	0.0082
TCGA-AB-3009	17	29054355	30363868	601	-0.9157
TCGA-AB-3009	17	30368320	34535651	3049	0.0511
TCGA-AB-3009	17	34543343	34822416	7	1.0347
TCGA-AB-3009	17	34822479	39421708	2533	0.0317
TCGA-AB-3009	17	39423014	39430531	24	1.499
TCGA-AB-3009	17	39432724	44214166	2551	0.0259
TCGA-AB-3009	17	44215364	44764994	135	0.3537
TCGA-AB-3009	17	44784652	49438056	2411	0.0223
TCGA-AB-3009	17	49438652	49491237	50	0.2804
TCGA-AB-3009	17	49493090	49493197	2	-1.8927
TCGA-AB-3009	17	49496239	66123432	10104	0.022
TCGA-AB-3009	17	66124855	66153913	19	0.5338
TCGA-AB-3009	17	66154676	74909099	5854	0.0502
TCGA-AB-3009	17	74910392	74947435	30	0.4604
TCGA-AB-3009	17	74948187	75338503	238	-0.0082
TCGA-AB-3009	17	75341180	75371822	34	0.5767
TCGA-AB-3009	17	75371974	76414457	592	0.0754
TCGA-AB-3009	17	76416825	76450151	21	0.5284
TCGA-AB-3009	17	76452784	76558773	75	-0.0162
TCGA-AB-3009	17	76559163	76618426	51	0.3148
TCGA-AB-3009	17	76618488	77155668	306	0.0516
TCGA-AB-3009	17	77159003	77234523	43	0.4615
TCGA-AB-3009	17	77234671	77361578	137	0.0339
TCGA-AB-3009	17	77361861	77381232	13	0.6173
TCGA-AB-3009	17	77384506	78615361	653	0.0666
TCGA-AB-3009	17	78615536	78670903	34	0.4467
TCGA-AB-3009	17	78678137	80079775	462	0.0538
TCGA-AB-3009	17	80083556	80177852	47	0.3619
TCGA-AB-3009	17	80179003	81049726	430	0.0761
TCGA-AB-3009	18	11543	235928	70	0.0286
TCGA-AB-3009	18	249255	259502	5	-1.1709
TCGA-AB-3009	18	263834	288280	24	-0.014
TCGA-AB-3009	18	288321	290299	6	1.0291
TCGA-AB-3009	18	290807	4978905	3432	0.015
TCGA-AB-3009	18	4979612	4980177	5	-1.6268
TCGA-AB-3009	18	4985482	40056672	20532	0
TCGA-AB-3009	18	40056685	40057767	20	-0.5851
TCGA-AB-3009	18	40058395	57653358	11970	0.001
TCGA-AB-3009	18	57653488	57668349	37	0.3344
TCGA-AB-3009	18	57668525	57912785	174	0.0294
TCGA-AB-3009	18	57912874	57918351	16	0.4902
TCGA-AB-3009	18	57922111	65729992	5511	-0.0222
TCGA-AB-3009	18	65732597	65736295	4	-1.1015
TCGA-AB-3009	18	65736784	66062530	254	-0.0249
TCGA-AB-3009	18	66063119	66063131	2	1.3047
TCGA-AB-3009	18	66063211	66076680	11	-0.2627
TCGA-AB-3009	18	66076694	66096437	27	0.1384
TCGA-AB-3009	18	66096601	66101232	6	-0.4742
TCGA-AB-3009	18	66101718	66101777	2	-1.7434
TCGA-AB-3009	18	66102047	78015057	8682	-0.0126
TCGA-AB-3009	19	90910	4417840	1171	0.0514
TCGA-AB-3009	19	4417845	4673381	63	0.2939
TCGA-AB-3009	19	4673514	8334280	1696	0.0199
TCGA-AB-3009	19	8334939	8351971	7	0.8599
TCGA-AB-3009	19	8351988	12692001	2133	0.0033
TCGA-AB-3009	19	12697366	12698102	2	-1.6614
TCGA-AB-3009	19	12700523	19848724	3477	0.0146
TCGA-AB-3009	19	19848804	19863631	10	0.7306
TCGA-AB-3009	19	19869344	21814919	1112	0.0072
TCGA-AB-3009	19	21815640	21819869	2	-1.8599
TCGA-AB-3009	19	21820111	32185772	4678	-0.0029
TCGA-AB-3009	19	32187130	32192692	7	-0.9563
TCGA-AB-3009	19	32193147	35658728	2279	0.0059
TCGA-AB-3009	19	35663774	35663992	5	-1.3638
TCGA-AB-3009	19	35664043	35856043	173	0.0404
TCGA-AB-3009	19	35856081	35861848	18	-0.4951
TCGA-AB-3009	19	35866744	39697974	1921	0.0075
TCGA-AB-3009	19	39699365	39744696	22	0.4488
TCGA-AB-3009	19	39747710	41362173	863	-0.0189
TCGA-AB-3009	19	41365227	41370945	15	-0.8551
TCGA-AB-3009	19	41375752	53962997	6583	0.0235
TCGA-AB-3009	19	53964404	53964419	2	-2.323
TCGA-AB-3009	19	53964532	58884965	3000	0.0254
TCGA-AB-3009	19	58889202	58899182	7	0.7187
TCGA-AB-3009	19	58899342	59067979	77	0.2128
TCGA-AB-3009	19	59068713	59097854	16	0.7008
TCGA-AB-3009	20	61305	1582207	1243	0.0256
TCGA-AB-3009	20	1590257	1593893	5	-1.7016
TCGA-AB-3009	20	1597946	3803446	1567	0.0126
TCGA-AB-3009	20	3803664	3874008	36	0.3726
TCGA-AB-3009	20	3874879	3980070	53	-0.0508
TCGA-AB-3009	20	3980889	4110935	109	0.2949
TCGA-AB-3009	20	4114913	34338701	19291	0.0066
TCGA-AB-3009	20	34339200	34386299	12	0.5989
TCGA-AB-3009	20	34387196	48199956	9475	0.004
TCGA-AB-3009	20	48199999	48224734	19	0.5569
TCGA-AB-3009	20	48224756	48568959	200	0.0415
TCGA-AB-3009	20	48570021	48603324	13	0.5943
TCGA-AB-3009	20	48603887	48782534	76	0.0504
TCGA-AB-3009	20	48791719	48792793	2	-2.0518
TCGA-AB-3009	20	48794917	53540546	3690	0.0049
TCGA-AB-3009	20	53542818	53546902	5	-0.8584
TCGA-AB-3009	20	53547392	54500056	790	-0.0125
TCGA-AB-3009	20	54501513	54501738	2	-2.4857
TCGA-AB-3009	20	54502653	55576954	878	0.0016
TCGA-AB-3009	20	55577345	55577630	2	1.6918
TCGA-AB-3009	20	55577643	62956153	5008	0.0201
TCGA-AB-3009	21	10736871	39754105	18229	-0.0137
TCGA-AB-3009	21	39754210	39756355	7	-1.0114
TCGA-AB-3009	21	39756428	40921239	1112	0.0131
TCGA-AB-3009	21	40921301	40980323	67	0.2918
TCGA-AB-3009	21	40983778	43314604	2043	-0.0035
TCGA-AB-3009	21	43319534	43319784	4	1.1117
TCGA-AB-3009	21	43321426	44684589	990	-2e-04
TCGA-AB-3009	21	44689962	44769676	48	0.4142
TCGA-AB-3009	21	44769811	44774744	4	-0.6614
TCGA-AB-3009	21	44774757	44891718	79	0.4365
TCGA-AB-3009	21	44894375	44968053	52	0.0802
TCGA-AB-3009	21	44970873	44972812	2	-3.6241
TCGA-AB-3009	21	44973667	45777382	419	0
TCGA-AB-3009	21	45777750	45868239	29	0.3858
TCGA-AB-3009	21	45868352	46043454	118	-0.0072
TCGA-AB-3009	21	46045485	46054626	7	0.7798
TCGA-AB-3009	21	46056349	48096957	1191	0.0989
TCGA-AB-3009	22	16052528	16477516	66	0.3497
TCGA-AB-3009	22	16490546	19490498	1556	0.0438
TCGA-AB-3009	22	19492550	20168509	450	0.2716
TCGA-AB-3009	22	20171601	20213678	32	0.6636
TCGA-AB-3009	22	20216156	21082926	299	0.2016
TCGA-AB-3009	22	21082964	21083705	6	-0.8785
TCGA-AB-3009	22	21083800	22380743	744	0.1188
TCGA-AB-3009	22	22381537	22382344	12	-1.0733
TCGA-AB-3009	22	22386434	24337949	1453	0.1035
TCGA-AB-3009	22	24344422	24404830	26	0.7269
TCGA-AB-3009	22	24405492	28100261	3322	0.0098
TCGA-AB-3009	22	28100436	28138029	45	0.3171
TCGA-AB-3009	22	28143422	29870258	974	0.0161
TCGA-AB-3009	22	29870312	29881717	5	1.019
TCGA-AB-3009	22	29881801	35975216	4529	-0.0031
TCGA-AB-3009	22	35975792	36046486	59	0.3332
TCGA-AB-3009	22	36047142	39338141	1914	0.0091
TCGA-AB-3009	22	39341492	39395481	45	0.3535
TCGA-AB-3009	22	39395492	42296703	1566	-0.0077
TCGA-AB-3009	22	42297154	42371554	37	0.473
TCGA-AB-3009	22	42375304	44830242	1696	0.0228
TCGA-AB-3009	22	44833001	44845629	17	0.497
TCGA-AB-3009	22	44845940	51234455	4694	0.0473
TCGA-AB-3009	X	168477	2737536	127	0.5958
TCGA-AB-3009	X	2739612	2778322	32	0.0486
TCGA-AB-3009	X	2778345	2779211	4	-2.3302
TCGA-AB-3009	X	2779749	7561058	3594	-0.0117
TCGA-AB-3009	X	7561105	7561315	4	-3.7445
TCGA-AB-3009	X	7561715	56379627	28512	-0.0061
TCGA-AB-3009	X	56383098	56402469	5	1.3715
TCGA-AB-3009	X	56402920	62410253	1117	0.0499
TCGA-AB-3009	X	62410260	62450445	13	0.6252
TCGA-AB-3009	X	62457637	62481576	12	1.3559
TCGA-AB-3009	X	62487609	62505868	10	0.7171
TCGA-AB-3009	X	62517002	152193612	48933	3e-04
TCGA-AB-3009	X	152193720	152205822	13	0.7065
TCGA-AB-3009	X	152210372	153567425	557	0.0528
TCGA-AB-3009	X	153567619	153616368	59	0.4948
TCGA-AB-3009	X	153616451	155182354	552	0.0612
TCGA-AB-3009	Y	2650438	9164332	2445	-0.4398
TCGA-AB-3009	Y	9164747	9387444	23	0.2222
TCGA-AB-3009	Y	9387994	59018259	6162	-0.3877
